reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,month_year,review_length,sentiment,sentiment_category,topics
829cc824-412f-4ed2-b488-c6404298384e,Shop Tablet,https://play-lh.googleusercontent.com/a/ACg8ocJj1oeCW7kxtsXsc2r0UBrcjmGNqEk8hknlsTJCzbif=mo,"If it was up to me, I'd give zero stars. AAA Oregon switched to this app and it completely sucks. The functionality of it is horrible, the lack of its ability to self refresh, the constant logging in to it, not being able to see all my stuff under one log in, ect.... With this being said, it is possible that it wasn't ready for this application of use. Seems to me this App is best suited for delivery services and not what AAA is using as. I personally would never use the App if not forced.",1,29,1.1.352,2020-11-20 17:44:44,,,1.1.352,2020-11,494,The sentiment of this review is negative.,Positive,"['Based on the review', "" the main topics can be identified as follows:\n\n1. App functionality: The review mentions that the app's functionality is horrible"", "" implying that it does not work well or meet the user's expectations.\n\n2. Self-refreshing: The review criticizes the app for its lack of ability to self-refresh"", ' indicating that it does not update or refresh automatically.\n\n3. Logging in: The user mentions the inconvenience of constantly having to log in to the app', ' suggesting that the login process is cumbersome or time-consuming.\n\n4. Access to information: The review expresses frustration about not being able to see all their stuff (presumably information or features) under one login', ' indicating a lack of convenience or ease of use.\n\n5. App suitability: The user suggests that the app may not have been ready or suitable for the specific application that AAA Oregon is using it for', ' implying that it may be better suited for delivery services.\n\n6. Forced usage: The review states that the user would not use the app if they were not forced to', ' implying that they have no choice but to use it despite their dissatisfaction.']"
1958ba09-42c1-4575-b55d-86bef4ab286f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"App won't accept signatures without restarting. Incredibly slow and unresponsive. Continues to crash repeatedly throughout the day. Drains the battery much quicker than it used to. The last update or 2 ruined the app, it simply does not function properly.",1,6,1.1.252,2019-06-29 00:30:50,"Matthew, thanks for reaching out.

Our support team would be happy to help you resolve any technical issues. Please contact our team at support@bringg.com. Looking forward to speaking with you.",2019-06-20 09:56:09,1.1.252,2019-06,255,"Based on the given review, the sentiment can be categorized as negative. The reviewer mentions several issues with the app, such as not accepting signatures without restarting, being slow and unresponsive, crashing repeatedly, and draining the battery quickly. They also mention that the last update or two ruined the app and that it does not function properly. These complaints indicate a negative sentiment towards the app's performance and functionality.",Negative,"['Based on the review provided', ' the main topics can be identified as follows:\n\n1. Signature acceptance issue: The app does not accept signatures without restarting.\n2. Slow and unresponsive: The app is described as being incredibly slow and unresponsive.\n3. Crashing: The app crashes repeatedly throughout the day.\n4. Battery drain: The app drains the battery much quicker than before.\n5. App functionality: The last update or two has ruined the app', ' and it does not function properly.']"
97c7346d-4e85-4e27-b93e-446725ef6091,Paul Vasquez-Negron,https://play-lh.googleusercontent.com/a-/ALV-UjX_rhC7xcmFGTRTdf1JyMpLeu9UtxXElbctyIG4V493VJY,The app crashes midway through a run and then magically starts working when you get to your location. The interface is awful and I instruct my drivers not to get distracted while it crashes daily. I don't know why my company invested so much into this garbage. Their has to be something more streamline than this. Awful,1,2,1.5.0,2021-05-12 13:58:11,"We are working closely with your management to understand and quickly address any performance issues. To help us better understand and address your concerns, please contact us at supporr@bringg.com. We look forward to speaking with you.",2021-05-13 07:56:15,1.5.0,2021-05,319,The sentiment of this review is negative.,Negative,"['Based on the review provided', "" the main topics can be identified as follows:\n\n1. App crashes during a run\n2. App magically starts working at the destination\n3. Awful interface\n4. Distractions caused by app crashes\n5. Disappointment with the company's investment in the app\n6. Desire for a more streamlined alternative""]"
da892b2a-b80a-4e5d-8417-0f664fbbb352,Chris Nydegger,https://play-lh.googleusercontent.com/a/ACg8ocIIFFOpBHCxCkZD1Slx8sI6cQenFIpYgsIDX41gdg0X=mo,"I hate this app, especially since there have been a lot of calls that get double booked, and especially when the customers vehicle is like 30 or more miles away. Also I don't like the fact that it takes 2 to 3 times longer to complete a call 5hen it does in the other apps I use with my company.",1,2,1.20.3,2022-03-26 15:19:53,,,1.20.3,2022-03,295,"Sentiment: Negative

This review expresses a negative sentiment towards the app. The reviewer mentions hating the app and highlights two main issues. Firstly, there have been instances of double booked calls, which can be frustrating for both the company and the customers. Secondly, the reviewer is unhappy when the customers' vehicles are located far away, indicating inconvenience. Additionally, the reviewer mentions that completing a call takes 2 to 3 times longer compared to other apps they use with their company, which implies dissatisfaction with the app's efficiency.",Negative,"['Based on the review provided', ' the main topics can be identified as follows:\n\n1. Double Booked Calls: The reviewer mentions that there have been instances where calls get double booked', "" causing inconvenience.\n\n2. Distance of Customer's Vehicle: The reviewer expresses dissatisfaction with the fact that sometimes the customer's vehicle is located far away"", ' specifically mentioning distances of 30 or more miles.\n\n3. Longer Call Completion Time: The reviewer compares this app to other apps they use with their company and states that it takes 2 to 3 times longer to complete a call in this app.\n\nIn summary', ' the main topics in this review are double booked calls', "" distance of customer's vehicle"", ' and longer call completion time.']"
3ffafb10-3bd0-4bb9-8d67-adfeaf78f145,Jack Ferguson,https://play-lh.googleusercontent.com/a/ACg8ocLkGiYb_6cKy0zV4q2gAmlqg0pKFKR_T3ipSrUdwrm1=mo,Worst app ever. Refuses to let you back to a call when new call comes in. Constantly goes of for smallest detour from route. Goes off for every little thing. Also if permissions aren't set the way the app wants it will constantly alert you. Can't get it to stop until you change permissions. Stay away from this app unless you're a Crack fiend.,1,6,1.14.0,2021-12-11 15:35:37,,,1.14.0,2021-12,344,"Based on the given review, the sentiment can be categorized as negative. Here's a breakdown of the reasons for the negative sentiment:

1. ""Worst app ever"" - Clearly indicates a negative opinion.
2. ""Refuses to let you back to a call when new call comes in"" - Indicates frustration and inconvenience.
3. ""Constantly goes off for smallest detour from route"" - Implies annoyance due to frequent and unnecessary notifications.
4. ""Goes off for every little thing"" - Indicates frustration with excessive alerts.
5. ""If permissions aren't set the way the app wants it will constantly alert you"" - Indicates annoyance with the app's behavior regarding permissions.
6. ""Can't get it to stop until you change permissions"" - Implies difficulty in resolving the issue.
7. ""Stay away from this app unless you're a Crack fiend"" - Suggests a strong negative recommendation and uses a derogatory term.

Overall, the sentiment expressed in the review is negative, highlighting several issues and frustrations with the app.",Negative,"['Based on the review provided', ' the main topics can be identified as follows:\n\n1. App functionality: The review mentions that the app refuses to let the user return to a call when a new call comes in. It also mentions that the app constantly goes off for the smallest detour from the route and alerts the user for every little thing.\n\n2. Permissions: The review highlights that if the permissions are not set the way the app wants', ' it will constantly alert the user. It suggests that the app keeps notifying until the user changes the permissions.\n\n3. Negative experience: The overall tone of the review suggests a negative experience with the app', ' describing it as the ""worst app ever"" and advising others to stay away from it.\n\n4. Comparison: The review makes a comparison to a ""Crack fiend', '"" implying that the app is addictive or has negative effects similar to drug addiction.']"
2638a60a-b93c-4e33-91bd-fe05bace5d6e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"driver logic is so much more Superior too much needless information not enough useful information, very slow I had an order from Firehouse Subs said I have 12 items actually have four items but each modification to the sandwich counted as an item. I'm guessing this is an older app because all the phone numbers show up with a 1 in front of it. far from a user-friendly app",1,3,1.1.256,2019-08-01 02:11:03,"I understand that this can be frustrating. Please know that the Bringg Driver App is customized to each business, so some issues may be related to your business. We recommend that you share this feedback with your manager so we can better collaborate on any changes needed. You can also reach out to us directly at support@Bringg.com",2019-08-01 08:46:03,1.1.256,2019-08,373,The sentiment of this review is negative.,Positive,"['Based on the given review', ' the main topics can be identified as:\n\n1. Driver logic: The review mentions that the driver logic is superior', ' indicating that it is an important aspect for the reviewer.\n2. Information provided: The reviewer criticizes the app for providing too much needless information and not enough useful information.\n3. Speed: The reviewer complains about the app being slow', ' which is a significant topic of concern.\n4. Order accuracy: The reviewer had an issue with the order from Firehouse Subs', ' where the app showed 12 items instead of the actual four items due to modifications counting as separate items.\n5. App usability: The reviewer suggests that the app may be outdated', ' as phone numbers show up with a ""1"" in front of them', ' and overall', ' the app is not user-friendly.']"
ff472c9a-be61-4257-bbe4-112270b5b712,miles yigar,https://play-lh.googleusercontent.com/a/ACg8ocJVykgLoHqPQ2m-MCxuHM4wlZgwpIuo3RnxmWMOHEDR=mo,PLEASE FOR THE LIVE OF GOD! STOP ADDING MORE STEPS. Making this low grade app more complicated is time consuming. Having me accept orders multiple times. And each time the app upgrades there are MORE steps to the resolution code. I'm a tow truck guy not an administrator. Simple and to the point is more than enough. Also. the app has a TON of bugs. Crashes often. And rarely updates status.,1,9,1.1.355,2020-12-30 18:36:50,,,1.1.355,2020-12,391,"This review expresses a negative sentiment. The reviewer is frustrated with the app's increasing complexity and the additional steps required for resolution. They highlight their preference for a simpler and more straightforward experience. The mention of bugs, frequent crashes, and rare updates further contribute to the negative sentiment.",Positive,['The main topics in this review are:\n\n1. Complicated app interface and excessive steps\n2. Difficulty in accepting orders multiple times\n3. Increased complexity with each app upgrade\n4. Bugs and frequent crashes\n5. Lack of timely status updates']
8367da17-8c64-423d-b8a2-de0b1559aabc,Geoff Lemont,https://play-lh.googleusercontent.com/a-/ALV-UjUDIa9LQQ109cQj1QAwn0pITFjqHCkC9H-j3Lmc9loWGI0,"Clunky, slow, and broken. I know what it's supposed to do but when i have to crash it to make it work or call dispatch several times a shift, it turns out we're all working harder and harder to put up with this failing app. The AI is a freaking joke. Worst app ever",1,5,1.1.361,2021-01-30 23:53:54,,,1.1.361,2021-01,265,"Based on the review provided, the sentiment can be described as extremely negative. The reviewer expresses frustration and disappointment with the app, describing it as clunky, slow, and broken. They mention having to crash the app to make it work and having to call dispatch multiple times during a shift. The reviewer also criticizes the AI aspect of the app, calling it a ""freaking joke."" They conclude by stating that it is the worst app ever. Overall, the sentiment conveyed in this review is strongly negative.",Negative,"['Based on the review provided', ' the main topics can be identified as:\n\n1. App functionality: The reviewer mentions that the app is clunky', ' slow', ' and broken. They also state that they have to crash it to make it work and have to call dispatch multiple times during a shift. This suggests that the main topic is the overall functionality and performance of the app.\n\n2. User experience: The reviewer expresses frustration with the app', ' indicating that they and others are working harder to deal with its failures. This suggests that the user experience is a significant topic in the review.\n\n3. AI performance: The reviewer specifically mentions that the AI in the app is a ""freaking joke."" This suggests that the performance or effectiveness of the AI feature within the app is another main topic in the review.\n\n4. Overall app quality: The reviewer concludes by stating that it is the worst app ever. This indicates that the overall quality of the app is a main topic of concern for the reviewer.']"
f48affea-e4e8-42f1-8835-89549ae52ef5,Justin Franck,https://play-lh.googleusercontent.com/a-/ALV-UjXmtQLIj4McnjhTYp5y5TCReVrXoQ0koGOVKudHcLbfG9A,"Where to start...wont let me change notification tone...makes it hard to hear when youre sleeping...app constantly crashes if any music is playing...map link only works sometimes...have to reset phone all the time because once the app is opened it makes my phone bug out through all my apps, phone works just fine until bringg is open... I dont have the ability to cancel orders anymore. I have to try to contact dispatch which can be impossible somedays app needs lots of work",1,9,1.10.1,2021-11-06 01:34:10,,,1.10.1,2021-11,477,"Based on the review, the sentiment is predominantly negative. The reviewer expresses frustration with various issues such as the inability to change notification tone, difficulty in hearing notifications while sleeping, app crashes when playing music, inconsistent functionality of the map link, frequent need to reset the phone due to app issues, inability to cancel orders, and the overall need for improvement in the app.",Negative,"['Based on the review provided', ' the main topics can be identified as follows:\n\n1. Notification tone: The inability to change the notification tone and its impact on hearing when sleeping.\n2. App crashes: The app frequently crashing when music is playing.\n3. Map link: The inconsistent functionality of the map link.\n4. Phone issues: The app causing phone malfunctions and the need to reset the phone.\n5. Order cancellation: The difficulty in canceling orders and the need to contact dispatch.\n6. App improvements: The overall need for significant improvements to the app.']"
20a1d0c0-2da3-448d-a25f-ffaed049a92f,Tiffany Simpkin,https://play-lh.googleusercontent.com/a-/ALV-UjU4lOIe4iAIf1MBNrMcw57drn47SnrQ9Mwhj-1orzXR7l53,"Helpful but very glitchy. It will work fine most of the time, then will randomly forget to notify me, or select ""complete pickup"" for me before I am ready, or say the order is for an hour later than it really is. Would also be handy if we could message customers through the app like they message us, instead of using our personal phone number. Also taking a picture for contactless delivery is really annoying as the customer is right there when you put it down anyway. It should be optional.",3,1,1.1.340,2020-09-16 06:36:55,,,1.1.340,2020-09,493,"Overall, the sentiment of this review is mixed. The reviewer acknowledges that the app is helpful, but also mentions several glitches and inconveniences. They express frustration with the app's tendency to forget notifications, prematurely mark pickups as complete, and display incorrect order times. The reviewer also suggests improvements such as adding a messaging feature within the app and making contactless delivery picture-taking optional.",Positive,"['Based on the given review', ' the main topics can be identified as follows:\n\n1. Glitches and technical issues: The reviewer mentions that the app is glitchy and sometimes forgets to notify them or selects options without their input. This topic highlights the problems and inconsistencies they face while using the app.\n\n2. Communication with customers: The reviewer suggests that it would be beneficial if they could message customers through the app instead of using their personal phone number. This topic emphasizes the need for improved communication features within the app.\n\n3. Contactless delivery: The reviewer finds taking a picture for contactless delivery annoying', ' especially when the customer is present to receive the order. They suggest that it should be an optional feature. This topic focuses on the inconvenience or redundancy of certain contactless delivery procedures.']"
83072d2e-3d63-4100-ac29-2665246a7927,Hvy D,https://play-lh.googleusercontent.com/a-/ALV-UjUwXSL5Jmse_0BeYCfHFD44A2uN0MeJvgcW7Gr4DCPOHss,Its highly irritating when it hoes off every 5 seconds because you dont give it all permissions. There is no reason for it to have storage and microphone. No reason at all. No reason it needs to remind you every 5 seconds interruptioning music and audio books making you want to throw the damn phone cause its not needed. Now can you please fix this issue.,1,17,1.13.2,2021-11-09 03:34:56,,,1.13.2,2021-11,356,"Sentiment: Negative

This review expresses frustration and annoyance towards the app or device in question. The reviewer finds it highly irritating that the app requests permissions and interrupts their music and audio books every 5 seconds. They believe there is no reason for the app to have access to storage and microphone, and they express a desire for this issue to be fixed. The use of phrases like ""damn phone"" and ""making you want to throw"" indicate a strong negative sentiment.",Negative,"['Based on the review provided', ' the main topics can be identified as:\n\n1. Permissions: The reviewer mentions that the app constantly goes off every 5 seconds because it requires certain permissions. They specifically mention storage and microphone permissions as unnecessary.\n\n2. Interruptions: The reviewer expresses frustration with the app interrupting their music and audio books every 5 seconds', ' causing annoyance and making them want to throw their phone.\n\n3. Request for a fix: The reviewer concludes by asking for the issue to be resolved', "" indicating that they would like the problem with the app's behavior to be addressed.""]"
4a2b9b77-5b6b-47f6-af46-d56fc0ff3deb,Chris Gilmore,https://play-lh.googleusercontent.com/a/ACg8ocLXyT-ISuBKyhWogUq3iHkIolLsnb1XKNMvKIe1Q0u1=mo,"We use this at work. The app runs fine but is poorly thought out. It will auto assign deliveries and tell you to leave now, even if you aren't at the store. Which it should know if you are or not. There is no consideration for rural stores at all. The returns section, just automatically returns items when you unload them. Instead of sending them to a manager to double check them. I could go on but the devs need to spend some time in the field at the stores. Oh and it needs a built in tutorial.",1,6,1.1.346,2020-09-26 11:02:13,,,1.1.346,2020-09,498,"Overall, the sentiment of this review is negative. The reviewer expresses frustration with the app's functionality and design. They mention that the app runs fine but is poorly thought out, and it lacks consideration for rural stores. The reviewer also criticizes the returns section for automatically returning items without double-checking with a manager. They suggest that the developers should spend time in the field at the stores and mention the need for a built-in tutorial.",Neutral,"[""The main topics in this review are:\n1. App functionality and performance\n2. Auto-assigning deliveries and accuracy\n3. Consideration for rural stores\n4. Returns process and lack of managerial double-checking\n5. Developers' understanding of store operations\n6. Need for a built-in tutorial in the app""]"
28301827-4c27-4e1a-a9c8-bb0167449a37,Z J,https://play-lh.googleusercontent.com/a/ACg8ocIvqKQEuM7k7RIzXJT318fIbycBjy9oV1uQBYgN5wjL=mo,"Invasive app with no privacy allowance. There is a background process that somehow opens the app even if you force quit and shut it down. I was completely logged out on my phone, and somehow 3A still sent me a message through bringg regarding an order- Even though I was logged in to a different device, and again, completely logged out from my phone. Will not ever install on my personal device again.",1,0,1.22.0,2022-09-07 18:27:16,"Hi, thank you for your feedback. Privacy is a top priority in Bringg and we would like the opportunity to talk and investigate your feedback further.
Please feel free to reach out to us on product.support@bringg.com so we can discuss it further. We would love to make things right.

",2022-09-14 16:07:17,1.22.0,2022-09,402,"Based on the review provided, the sentiment can be categorized as negative. The reviewer expresses dissatisfaction with the app, highlighting concerns about invasion of privacy, a background process that continues to open the app despite force quitting, and receiving messages even when logged out from the phone. The statement ""Will not ever install on my personal device again"" indicates a strong negative sentiment towards the app.",Neutral,"['Based on the review', ' the main topics can be identified as:\n\n1. Invasive app: The review mentions that the app is invasive', "" implying that it intrudes on the user's privacy.\n\n2. Privacy concerns: The reviewer expresses concerns about the app's lack of privacy allowance and how it still opens even after force quitting and shutting down.\n\n3. Background process: The review mentions a background process that opens the app"", "" indicating a potential issue with the app's functionality.\n\n4. Message from bringg: The reviewer mentions receiving a message through bringg regarding an order"", "" even though they were logged in on a different device and logged out from their phone. This suggests a problem with the app's messaging functionality or synchronization.\n\n5. Decision to not reinstall: The reviewer concludes by stating that they will not install the app on their personal device again"", ' indicating a negative overall experience.']"
3d69fde1-8e11-4347-8fcf-2d836d9df766,Jeff N,https://play-lh.googleusercontent.com/a/ACg8ocLywoDi0Xgiy_ZIRlS2cgXMhiFljDt9DleJlGvZPu31=mo,"I use this for AAA towing and when I first started using it, it worked fine. Now it really doesn't work at all. I can see the call on first page so that I have the needed information but can't start the call. This is something that just started over the past few weeks. I have deleted and reinstalled at least 4 times and I have tried it on 2 other devices, one of them is new, so I know it is not my phone. I would think that it is the latest update after reinstalling. Not sure what is going on",1,0,1.30.3,2022-12-16 04:13:50,"Hi Jeff, sorry for your bad experience.
If what you described is still an issue also with updated version, please contact us at product.support@bringg.com so we can get to the bottom of it and solve it for you.",2023-02-02 14:17:40,1.30.3,2022-12,496,"Based on the review, the sentiment can be classified as negative. The user expresses frustration and disappointment with the app, stating that it ""doesn't work at all"" and that they have tried multiple solutions without success. They also mention that the issue started recently and suspect it may be due to a recent update.",Positive,"['Based on the review provided', "" the main topics can be identified as follows:\n\n1. Functionality issues: The reviewer mentions that the app used for AAA towing used to work fine but now it doesn't work at all. They are unable to start a call despite having the necessary information on the first page. They also mention that this issue has started occurring over the past few weeks.\n\n2. Troubleshooting attempts: The reviewer states that they have tried various troubleshooting methods"", ' including deleting and reinstalling the app multiple times. They have also tried using the app on different devices', ' ruling out the possibility of it being a problem with their phone. They suspect that the issue may be related to the latest update after reinstalling.\n\nOverall', "" the main topics in this review revolve around the functionality issues with the AAA towing app and the reviewer's attempts to resolve the problem.""]"
2103d02d-9665-4cf5-b635-0e9f235f8cf3,Kevin Crist,https://play-lh.googleusercontent.com/a-/ALV-UjXbl3zxibKGOiQgWcO-p-9GSnX7KsgSMqkbV-PEOy5cY3M,"We use this app for our company and I have an issue where I can't get a customer to sign for they're delivery. It will not register they're signature and on the rare occasion that it does work, it only flashes when I hit submit. This is only an on going issue for Android users. IPhone works fine but this needs to be updated on Android IMEDIATLY!",1,18,1.1.335,2020-07-22 14:04:44,"We apologize for the inconvenience. 
We are not aware of any issues with submitting signatures.
Can you be more specific please so that we can identify the issue? 
Please use the 'Send Feedback' option in the app to contact us so we can fix this ASAP.",2020-07-22 16:23:54,1.1.335,2020-07,347,"Sentiment: Negative

This review expresses frustration and dissatisfaction with the app's functionality on Android devices. The user mentions an ongoing issue where they cannot get a customer to sign for a delivery, and the app fails to register the signature properly. The user also points out that even when it does work, it only flashes briefly when they hit submit. The user emphasizes the need for an immediate update on Android, as the issue seems to be specific to that platform. Overall, the sentiment of this review is negative due to the mentioned problems and the urgency expressed by the user.",Positive,"['Based on the review', "" the main topics can be identified as follows:\n\n1. Issue with customer signature: The reviewer mentions that they are facing an issue where they are unable to get a customer to sign for their delivery. The app is not registering the customer's signature properly.\n\n2. App functionality: The reviewer states that the app only flashes when they hit submit after the customer signs. This suggests that there might be a functionality issue with the app.\n\n3. Android compatibility: The reviewer mentions that the issue is only ongoing for Android users. They highlight that the app works fine on iPhones but needs an immediate update for Android devices.""]"
6e944601-930e-404b-be6d-17bacc303036,b h,https://play-lh.googleusercontent.com/a-/ALV-UjXQ4bZqnRtwaXdUfm4ZhPmfKLZehK7zHhNmH0CPFiwdRQg,Giving it 2 stars the app is a little glitchy...especially detecting my location stating im not at the correct address when I am. Also the app itself is not as user friendly as it could be like being able to edit an entry if something goes wrong with a delivery.,2,1,1.1.352,2020-11-20 02:53:45,,,1.1.352,2020-11,262,"Overall, the sentiment of this review is negative. The reviewer mentions that the app is glitchy and has issues detecting their location accurately. They also criticize the app for not being user-friendly, specifically mentioning the inability to edit an entry if there is a problem with a delivery.",Positive,"['Based on the review', ' the main topics can be identified as:\n\n1. App glitches: The reviewer mentions that the app is glitchy', ' particularly in detecting their location and displaying incorrect address information.\n\n2. User-friendliness: The reviewer states that the app is not as user-friendly as it could be', ' specifically mentioning the inability to edit an entry in case of delivery issues.']"
77f173d3-3a25-486d-80c9-959941f0b47f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The latest version STILL has a major glitch that needs to be immediately addressed. When assigning several deliveries at the same time, after completing the first delivery, the remaining deliveries are removed from the DRIVER app and marked as delivered on the dispatch app. This not only leaves the driver without the app to complete deliveries, it also mistakenly notifies the customer that the delivery was completed when in fact they may be four deliveries away. THIS IS A MAJOR GLITCH!! -A SEASONED DRIVER UPDATE!!! (12/17/2019)The latest version (101.304) STILL HAS THE SAME ISSUE AND IS UNACCEPTABLE. I have 5 deliveries and once the first is complete the others drop off as delivered. FIX IT!!!! (Thank you Mary for reporting the same thing)!!! I'm beginning to think these people are clueless. LATEST UPDATE (12/29/2019)....NOW RUNNING VERSION 1.1.310....IT IS STILL DOING THE SAME THING!!!!!",1,9,1.1.310,2019-12-29 18:35:11,"Thanks for the detailed review. I have shared your feedback with our team for further investigation. 

Please email us directly at support@bringg.com so we can better understand and address any issues.",2019-12-30 11:01:23,1.1.310,2019-12,901,"The sentiment of this review is negative. The reviewer expresses frustration and dissatisfaction with the latest version of the app, highlighting a major glitch that affects their ability to complete deliveries and notifies customers incorrectly. The use of capital letters and exclamation marks emphasizes the severity of the issue and the reviewer's frustration.",Positive,"['The main topics in this review are:\n\n1. Glitch in the app: The reviewer mentions a major glitch in the app where after completing the first delivery', ' the remaining deliveries are removed from the driver app and marked as delivered on the dispatch app. This glitch leaves the driver without the app to complete deliveries and notifies the customer incorrectly.\n\n2. App update: The reviewer mentions that the latest version of the app (101.304) still has the same issue and is unacceptable. They also mention a subsequent update (1.1.310) that still does not fix the problem.\n\n3. Frustration with the company: The reviewer expresses frustration with the company', ' believing that they are clueless about the issue despite it being reported by multiple people.']"
e51ffa3e-3c78-4d85-aee8-f1d49b12908f,Liz DCtech,https://play-lh.googleusercontent.com/a-/ALV-UjWoFg_oJ2cf4cLu3L9BqR2BXohsFy9SAuQ_D02EsiETMfc,"My company uses this app to dispatch us and it is terrible and the customer service is worse. Never ever use it. They put out updates without BETA, and route optimization is terrible, and if you get a late call I always have to call our help desk getting them to force the call to Bringg. Over 80% of my calls to a help desk involve bringg not opperating correctly. Any company that does not have direct customer support is not someone you want, clicking the button give ""feedback"" does nothing.",1,2,1.1.341,2020-09-18 00:23:48,"I'm sorry to hear that you are encountering some issues with this app. I recommend speaking with your manager, as this app is customized to every business, and it sounds like you have a number of ideas for how your team's setup can be improved.",2020-09-02 08:54:26,1.1.341,2020-09,495,The sentiment of this review is negative.,Negative,"['Based on the review provided', ' the main topics can be identified as follows:\n\n1. App functionality: The reviewer mentions that the app they use for dispatching is terrible and has issues with route optimization. They also mention that updates are released without proper testing (BETA).\n\n2. Customer service: The reviewer expresses dissatisfaction with the customer service provided by the company. They state that it is worse than the app itself and that there is no direct customer support available. They mention that clicking the ""feedback"" button does not yield any results.\n\n3. Technical issues: The reviewer highlights that the app', ' specifically Bringg', ' does not operate correctly. They mention that they frequently need to contact the help desk to force calls to Bringg and that over 80% of their help desk calls are related to Bringg not functioning properly.\n\nOverall', ' the main topics in this review revolve around the app functionality', ' customer service', ' and technical issues related to Bringg.']"
0c0cb6a4-ceb3-4101-8893-f50b4c4d5905,Jon B,https://play-lh.googleusercontent.com/a/ACg8ocKdyiR3FW6CWY6-HZ9WRAsEWF2TCZTG5XoGVMuWyHWz=mo,"AAA just switch us over to this. I don't like the fact I can't dispatch calls to my drivers from my phone any more. Lack of information prior to accepting the assignment. Does me/or my drivers no good not having vital info about vehicle, whats wrong with the vehicle, forcing us to accept the call to get that info. Also don't like that we can't see, run or assign multiple calls at one time. There are plenty of times we cam haul 2 vehicles at once or handle a lite service call while running a call",1,3,1.1.347,2020-10-20 19:08:24,"Hi there Jon B, thanks for reaching out. I recommend sharing any feedback you have with your manager, so we can better understand and improve your setup as a dispatcher. This is the driver app, not a dispatch tool. For technical questions, we can be reached at support@bringg.com.",2020-11-12 10:42:24,1.1.347,2020-10,500,"Overall, the sentiment of this review is negative. The reviewer expresses dissatisfaction with several aspects of the service, such as the inability to dispatch calls to drivers from their phone, the lack of information prior to accepting assignments, and the inability to see, run, or assign multiple calls at once. The reviewer also mentions the inconvenience of not having vital information about the vehicle and not being able to handle multiple calls efficiently.",Negative,"['Based on the review', "" the main topics can be identified as follows:\n\n1. Inability to dispatch calls from phone: The reviewer expresses dissatisfaction with the fact that they can no longer dispatch calls to their drivers from their phone.\n\n2. Lack of information prior to accepting assignments: The reviewer mentions the lack of vital information about the vehicle and what's wrong with it before accepting the call.\n\n3. Inability to see"", ' run', "" or assign multiple calls simultaneously: The reviewer dislikes the fact that they can't view"", ' manage', ' or assign multiple calls at the same time', ' which they believe is necessary in situations where they can haul multiple vehicles or handle additional service calls while on a call.']"
eb61acde-e972-4f0c-a787-ee906cfc54b2,Linda Skaggs,https://play-lh.googleusercontent.com/a-/ALV-UjUFCxbq2zTsQybGOULWEJxFBojHd9G808SgAuoUnOiw83P7,I deliver food and it seems to me that the app could give the driver closest to the restaurant the order. Dispatch says it's automatically sent to us and sometimes I have to drive 15 miles just to the restaurant when there's another driver sitting across the street from it. Very inconvenient and not very efficient,2,0,1.2.0,2021-03-28 20:24:53,,,1.2.0,2021-03,315,"Overall, the sentiment of this review is negative. The reviewer expresses frustration with the food delivery app's dispatch system, stating that it should assign orders to the driver closest to the restaurant. They find it inconvenient and inefficient to have to drive 15 miles to a restaurant when there is another driver nearby.",Negative,"['Based on the review provided', ' the main topics can be identified as:\n\n1. App functionality: The review mentions that the app should be able to assign the order to the driver closest to the restaurant. This suggests that the topic of discussion is the functionality of the app in terms of assigning orders to drivers.\n\n2. Dispatch process: The reviewer expresses dissatisfaction with the current dispatch process', ' stating that sometimes they have to drive 15 miles to the restaurant while another driver is sitting across the street. This indicates that the dispatch process is another main topic of concern.\n\n3. Inconvenience and efficiency: The reviewer highlights that the current system is inconvenient and inefficient. This suggests that the overall convenience and efficiency of the delivery process could be considered as another main topic.']"
